Symbol	AK1	AK2	AK3	AK4	AK5	AK6	AK7	AK8	AK9	AK10	AK11	AK12	AK13	AK14	AK15	AK16	AK17	AK18	AK19	AK20
SCARNA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
SCARNA9L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCART1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCCPDH	2	2	2	0	0	0	0	4	2	2	0	0	0	1	0	0	2	0	0	2
SCD	43	27	24	29	30	21	39	40	15	44	60	43	25	26	32	14	36	27	11	34
SCD5	2	9	24	18	16	10	16	18	17	14	13	14	10	10	16	10	2	8	2	9
SCEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCFD1	0	4	4	2	7	0	1	4	2	6	0	2	4	2	8	2	0	0	9	5
SCFD2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SCG2	51	95	81	122	93	69	107	151	104	148	36	98	66	71	85	33	66	80	102	76
SCG3	12	14	28	25	31	6	15	74	29	36	14	12	52	33	66	26	16	48	30	73
SCG5	50	120	119	97	75	27	108	192	124	127	42	173	136	124	163	62	106	140	213	200
SCGB1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCGB1B2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2A1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SCGB3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB3A2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGN	5	6	18	4	15	3	9	13	8	13	0	8	4	2	14	4	3	0	8	6
SCHIP1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	2
SCHLAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCIMP	12	15	18	5	24	9	14	25	6	16	4	15	11	14	16	1	5	25	9	13
SCIN	0	8	0	4	0	1	6	4	0	4	0	4	0	2	2	0	6	0	0	0
SCLT1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4
SCLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCMH1	2	0	4	1	4	0	0	0	0	1	0	0	2	2	0	2	0	2	0	0
SCML1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SCML2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
SCML4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN10A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN11A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN1A	4	3	1	1	0	4	7	1	2	1	1	5	0	1	0	2	14	0	1	2
SCN1B	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0
SCN2A	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCN2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN3A	6	0	0	2	0	1	2	5	1	0	0	2	6	0	2	0	0	0	0	7
SCN3B	0	0	0	0	2	0	1	0	0	4	2	0	4	0	0	2	0	0	0	2
SCN4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN4B	0	0	0	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
SCN5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN8A	8	0	6	4	11	5	5	0	3	0	6	0	2	1	3	0	2	1	2	6
SCN9A	0	0	0	1	0	0	0	1	8	4	4	0	0	0	1	0	0	2	0	0
SCNM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCNN1A	3	3	0	6	2	13	2	5	8	3	16	0	0	4	0	12	1	4	4	1
SCNN1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCNN1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SCNN1G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCO1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0
SCO2	67	41	34	41	42	33	54	21	59	62	53	28	39	42	49	39	33	59	32	64
SCOC	1	6	4	1	4	4	8	6	4	4	2	12	0	4	10	5	5	0	9	5
SCOC-AS1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
SCP2	3	4	4	5	6	2	2	6	4	2	8	7	3	2	6	8	4	6	0	4
SCP2D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCPEP1	0	0	2	0	6	0	6	2	1	10	0	0	0	2	4	5	10	4	0	10
SCRG1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SCRIB	0	0	2	2	0	0	4	0	0	2	4	0	1	0	3	3	1	2	0	0
SCRN1	13	18	14	16	30	18	22	30	9	26	21	16	20	5	10	18	18	12	12	28
SCRN2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SCRN3	6	4	2	0	6	0	4	2	2	2	0	0	6	0	0	1	0	2	1	2
SCRT1	0	0	6	0	0	7	0	2	0	0	4	0	4	4	2	0	1	2	1	1
SCRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCT	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SCTR	48	18	27	27	39	59	35	23	52	72	30	12	20	11	29	23	14	14	34	57
SCUBE1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCUBE2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SCUBE3	1	1	0	1	0	0	0	0	0	0	0	4	0	1	0	0	6	2	1	5
SCXB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCYL1	17	7	28	34	36	21	13	25	10	45	11	9	24	12	38	14	2	18	9	17
SCYL2	2	2	0	2	2	4	1	0	4	2	2	0	4	12	0	0	8	2	2	5
SCYL3	1	0	2	4	8	4	0	4	4	2	0	6	6	1	14	5	0	15	4	7
SDAD1	2	0	4	4	4	4	0	6	2	0	0	0	4	2	6	7	0	8	0	4
SDC1	4	2	4	0	0	2	9	0	2	0	5	0	2	4	0	6	3	2	4	0
SDC2	0	9	2	2	4	4	7	16	2	0	1	12	0	4	5	2	3	2	3	0
SDC3	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SDC4	14	8	5	28	10	10	26	16	16	2	26	23	9	54	4	39	2	6	34	10
SDC4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDCBP	2	4	4	6	6	2	10	2	2	6	6	15	5	0	6	13	6	8	4	2
SDCBP2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
SDCBP2-AS1	12	2	1	2	7	16	3	3	9	5	27	4	14	7	4	29	2	7	11	28
SDCCAG3	0	2	0	0	1	1	0	0	0	2	4	0	2	0	0	2	0	0	0	2
SDCCAG8	49	89	92	54	77	35	39	69	32	73	73	43	58	55	60	38	38	94	48	41
SDE2	0	6	2	5	2	2	14	6	6	3	4	6	2	12	4	6	12	2	8	2
SDF2	5	2	2	0	2	0	4	6	2	4	5	1	12	0	10	4	4	8	2	10
SDF2L1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SDF4	2	0	0	10	2	0	6	4	8	0	2	6	0	4	1	4	3	2	2	5
SDHA	3	2	0	0	0	0	0	0	0	1	4	5	0	0	0	5	0	0	0	2
SDHAF1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SDHAF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHAP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SDHAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHB	0	0	0	0	4	2	2	0	0	0	0	2	0	0	5	2	0	0	0	0
SDHC	4	4	4	4	0	0	2	2	0	2	0	5	0	8	3	0	0	2	0	2
SDHD	2	2	0	0	0	0	0	0	4	0	0	8	0	0	0	0	2	0	0	0
SDK1	0	0	0	0	0	0	0	4	4	1	0	0	3	0	0	0	6	1	0	0
SDK2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SDPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR16C5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SDR16C6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR39U1	622	309	395	677	422	763	487	405	585	484	756	372	427	597	367	628	290	476	363	375
SDR42E1	0	0	0	0	0	0	2	3	0	0	4	0	0	0	0	0	0	0	0	0
SDR9C7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDS	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	1	0	0	1	0
SDSL	0	0	0	0	0	0	0	2	2	0	0	0	0	0	4	0	0	0	0	0
SEBOX	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SEC11A	6	5	8	8	8	4	9	6	5	6	2	4	2	6	6	12	9	2	16	6
SEC11C	10	8	2	10	13	4	16	12	4	11	9	7	9	9	15	14	10	10	19	9
SEC13	2	5	0	4	2	2	2	4	0	0	1	3	6	0	0	1	6	3	4	4
SEC14L1	1	2	2	0	0	0	2	0	0	0	0	0	0	0	8	1	2	0	0	4
SEC14L1P1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC14L2	2	1	14	5	1	0	2	14	2	18	0	1	1	0	2	2	3	10	13	14
SEC14L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC14L4	3	0	6	2	6	7	1	2	0	2	0	0	0	0	0	0	0	0	0	1
SEC14L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC14L6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC16A	0	0	3	5	1	4	4	6	2	4	3	10	0	1	2	6	0	3	0	0
SEC16B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2
SEC1P	21	36	41	21	24	30	29	30	23	42	24	45	36	30	58	24	36	40	42	48
SEC22A	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0
SEC22B	4	4	2	6	6	0	7	4	6	2	0	0	2	4	5	6	9	3	6	4
SEC22C	16	3	9	14	14	14	4	8	8	23	4	7	17	5	2	9	5	2	13	12
SEC23A	0	0	0	4	4	2	0	2	0	2	4	4	0	0	0	2	4	2	0	0
SEC23B	0	0	4	2	2	0	0	0	4	9	1	2	0	4	0	4	4	4	4	6
SEC23IP	0	0	0	0	0	0	0	8	6	6	4	8	1	0	4	6	0	4	2	4
SEC24A	2	2	0	4	2	2	0	0	0	6	4	6	2	0	2	0	0	6	7	6
SEC24B	0	0	2	0	0	0	0	2	0	2	0	0	0	0	2	1	0	0	0	5
SEC24B-AS1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
SEC24C	30	49	23	27	33	20	24	14	48	42	51	55	29	61	48	38	23	21	25	50
SEC24D	0	2	2	8	12	2	4	4	2	2	2	6	11	5	4	4	2	2	4	16
SEC31A	0	2	2	2	0	0	3	6	2	0	1	2	2	2	2	0	7	8	2	2
SEC31B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SEC61A1	10	6	4	8	7	7	13	2	8	17	10	14	9	10	0	10	0	4	5	8
SEC61A2	195	205	206	146	186	176	217	193	200	184	136	199	162	192	198	132	210	212	261	165
SEC61B	4	7	2	2	0	0	0	0	8	0	0	2	3	0	0	2	2	8	8	2
SEC61G	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC62	56	40	30	30	44	24	43	39	21	36	27	33	36	16	52	51	20	36	46	48
SEC63	14	4	8	14	18	13	6	30	18	23	9	7	13	5	10	16	7	12	17	18
SECISBP2	1	0	0	0	0	0	0	4	0	0	2	0	0	2	2	0	0	0	0	3
SECISBP2L	12	0	8	8	8	4	6	8	2	3	4	4	2	0	6	8	0	8	1	10
SECTM1	0	0	0	0	0	0	0	0	0	0	4	6	0	4	1	5	2	0	1	0
SEH1L	0	0	2	1	2	2	0	0	0	0	0	3	0	4	0	1	2	4	2	0
SEL1L	19	4	14	13	26	16	22	22	18	19	16	31	11	12	16	19	24	40	16	8
SEL1L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEL1L3	12	16	4	8	14	10	11	4	2	4	18	4	2	0	6	17	4	2	3	4
SELE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELENBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELK	0	13	4	8	2	0	6	4	0	8	4	8	2	12	8	2	4	4	10	14
SELL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SELM	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SELO	8	2	7	0	9	2	1	4	11	4	7	0	9	5	1	6	0	8	5	7
SELP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELPLG	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SELT	8	7	6	2	6	10	6	22	4	10	10	4	4	4	12	0	8	0	14	4
SELV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3B	5	1	0	2	0	2	0	0	1	3	1	0	0	0	0	0	0	0	0	0
SEMA3B-AS1	4	1	2	1	0	5	0	0	4	1	1	0	4	0	0	2	1	0	0	0
SEMA3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3D	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3E	4	2	0	2	4	2	4	0	0	4	2	0	6	0	2	0	0	0	4	2
SEMA3F	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0
SEMA3G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA4B	3	3	0	4	0	0	6	0	2	0	0	1	2	0	0	3	4	1	1	0
SEMA4C	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0
SEMA4D	9	1	23	48	28	5	13	31	55	17	18	4	38	27	27	14	2	31	22	18
SEMA4F	2	2	0	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0
SEMA4G	32	32	100	30	29	41	14	93	20	22	30	26	96	37	29	21	13	86	32	31
SEMA5A	4	2	4	0	7	0	4	2	0	2	0	0	6	0	2	2	0	0	0	2
SEMA5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA6A	7	0	0	2	4	7	0	3	3	7	4	2	0	3	4	8	0	4	8	4
SEMA6B	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA6C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA6D	0	0	0	0	2	3	1	0	0	2	0	2	0	0	0	2	2	0	1	3
SEMA7A	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SEMG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SENCR	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SENP1	4	2	5	4	3	6	8	1	5	9	4	1	1	3	1	4	4	8	1	5
SENP2	11	5	4	6	12	8	2	4	2	4	0	5	6	13	5	12	8	9	9	4
SENP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SENP3-EIF4A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SENP5	0	5	2	4	0	0	0	2	4	0	0	0	2	4	2	4	0	2	2	4
SENP6	2	2	4	2	4	8	2	8	5	2	8	2	4	13	13	11	2	10	2	8
SENP7	2	0	0	4	2	2	7	2	0	0	2	3	6	4	0	0	0	0	2	4
SENP8	2	0	1	1	0	0	0	0	1	2	0	0	0	0	2	0	0	2	0	2
SEP15	2	2	0	4	0	2	2	2	2	4	0	2	0	0	8	4	4	2	7	0
SEPHS1	0	0	0	0	5	0	0	0	0	4	2	0	0	2	4	2	2	0	0	6
SEPHS2	2	6	0	2	0	4	14	6	2	0	2	2	0	6	10	4	6	0	8	4
SEPN1	5	4	3	0	8	12	11	4	2	6	6	4	4	1	0	12	0	0	10	13
SEPP1	38	40	19	34	46	22	32	19	15	61	12	36	31	34	47	41	39	33	24	59
SEPSECS	0	1	0	0	0	0	0	0	2	8	0	0	0	2	4	0	2	0	3	0
SEPSECS-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPT1	0	0	0	0	6	0	1	0	0	1	0	0	0	0	5	0	1	4	0	1
SEPT10	10	4	2	4	9	4	6	0	14	2	4	18	12	6	2	0	2	6	2	2
SEPT11	8	14	6	3	0	1	4	6	9	3	2	2	6	9	3	3	2	7	8	3
SEPT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPT14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPT2	144	58	111	121	120	130	154	118	158	156	145	79	100	45	39	106	47	77	68	105
SEPT3	4	4	6	4	2	0	8	5	4	6	2	2	6	0	1	0	0	0	1	2
SEPT4	0	2	0	2	3	0	0	0	1	0	0	5	4	2	3	0	2	0	7	3
SEPT5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPT5-GP1BB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPT6	2	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
SEPT7	0	3	2	4	2	6	7	6	4	8	0	8	6	14	4	4	6	4	14	4
SEPT7P2	0	0	7	0	2	0	0	0	0	4	0	0	1	2	0	0	2	3	2	2
SEPT7P9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
SEPT8	10	9	14	22	20	20	24	25	14	17	28	19	21	13	13	33	8	18	11	14
SEPT9	5	2	0	0	1	4	4	2	1	5	5	7	2	2	0	3	2	1	3	0
SEPW1	1	4	0	0	2	0	4	0	2	0	0	5	2	0	0	0	2	4	4	0
SERAC1	4	0	2	7	0	0	3	4	0	4	1	2	0	4	2	0	0	4	0	0
SERBP1	46	29	24	34	49	34	29	24	44	34	26	43	10	25	27	35	16	18	14	26
SERF1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERF1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERF2	2	6	14	1	9	5	4	6	2	8	17	8	4	15	10	2	12	2	15	11
SERF2-C15ORF63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERGEF	0	0	0	4	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
SERHL	198	276	218	169	171	213	332	248	154	204	187	269	285	138	160	153	231	335	103	159
SERHL2	4	2	4	7	9	11	3	5	3	11	9	1	4	1	6	5	6	9	10	22
SERINC1	50	67	38	31	68	38	79	68	65	46	40	69	48	42	44	42	50	51	48	79
SERINC2	10	4	11	4	7	8	8	7	2	6	6	8	7	3	6	5	12	8	4	11
SERINC3	3	0	4	8	2	4	0	0	2	3	2	2	2	0	0	4	0	2	4	2
SERINC4	416	617	645	491	729	427	878	765	596	1079	386	587	662	590	685	331	499	553	496	606
SERINC5	4	8	6	0	0	0	1	0	2	0	2	2	0	2	0	6	0	0	0	4
SERP1	18	6	10	5	14	4	17	11	7	12	10	14	4	6	20	14	9	3	19	18
SERP2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SERPINA1	80	48	42	43	22	77	81	41	82	20	46	61	21	22	40	95	35	27	33	22
SERPINA10	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	2	0	0	0	1
SERPINA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA3	43	16	20	152	2	44	35	24	156	8	13	12	12	28	2	14	7	9	59	6
SERPINA4	4	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0
SERPINA5	20	22	18	94	20	39	13	18	79	11	15	10	9	32	0	22	8	2	34	6
SERPINA6	0	0	0	0	0	0	0	2	0	2	0	1	0	0	2	0	0	3	0	0
SERPINA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB1	2	3	0	6	0	1	2	2	3	4	4	2	0	8	7	6	0	0	4	6
SERPINB10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB2	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SERPINB3	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0
SERPINB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB6	2	3	2	4	3	4	4	0	0	4	4	5	8	11	7	6	13	2	3	7
SERPINB7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SERPINB8	2	4	0	2	3	1	2	0	3	2	0	0	0	2	2	2	3	0	0	0
SERPINB9	0	0	0	4	2	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0
SERPINB9P1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPIND1	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1
SERPINE1	13	14	2	6	10	14	36	19	11	8	11	38	2	19	8	27	26	2	4	6
SERPINE2	0	4	0	2	2	2	2	10	0	6	4	0	0	2	2	0	0	6	4	0
SERPINE3	12	4	10	0	0	7	11	12	4	0	7	1	14	6	21	3	6	0	5	8
SERPINF1	1	5	6	4	5	5	0	5	5	4	5	0	14	0	0	3	0	2	2	0
SERPINF2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPING1	0	0	0	2	0	3	0	0	4	0	18	9	8	14	2	18	0	4	4	5
SERPINH1	0	3	0	4	2	0	4	0	3	0	0	0	2	4	2	4	2	0	0	0
SERPINI1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	6	0	0	2	0
SERPINI2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERTAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0
SERTAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERTAD3	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2
SERTAD4	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERTAD4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERTM1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0
SESN1	4	15	2	4	0	4	4	6	2	4	2	4	5	2	2	9	3	2	5	12
SESN2	2	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
SESN3	5	3	0	1	3	6	6	4	1	4	4	2	6	2	4	4	11	5	0	4
SESTD1	8	5	6	6	2	2	2	8	6	2	2	4	0	3	2	4	4	2	0	4
SET	38	30	17	45	32	31	29	38	29	42	48	51	40	37	33	46	17	32	19	47
SETBP1	2	2	0	0	2	4	1	2	2	1	0	0	0	0	0	0	0	0	0	0
SETD1A	4	2	0	8	4	3	13	4	3	5	3	1	3	3	0	5	0	0	1	1
SETD1B	6	2	5	4	17	4	4	6	6	15	4	6	4	0	0	3	4	0	0	1
SETD2	8	0	4	0	8	4	1	2	2	6	2	0	2	6	12	6	0	0	0	6
SETD3	4	4	10	4	2	8	12	4	4	6	2	8	10	0	0	12	4	6	2	7
SETD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETD5	12	12	6	15	10	6	6	11	11	16	7	15	9	3	7	11	10	7	10	12
SETD6	122	168	145	135	111	121	109	139	102	191	129	87	151	142	203	99	104	208	82	120
SETD7	7	3	4	12	9	10	11	12	8	5	4	9	8	8	7	15	0	8	11	7
SETD8	0	0	1	0	0	2	0	0	3	1	0	2	0	0	0	4	0	0	0	0
SETD9	1	2	0	0	0	1	1	5	2	1	2	0	1	0	1	1	0	4	0	1
SETDB1	37	10	17	29	23	35	21	25	44	19	30	6	29	7	9	18	11	27	8	8
SETDB2	4	4	2	0	4	6	0	0	4	1	0	3	0	0	2	10	0	2	0	2
SETMAR	4	2	2	3	3	0	6	3	0	2	2	2	0	1	2	2	2	2	0	0
SETSIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETX	16	0	2	6	12	14	0	10	8	8	6	4	7	8	6	17	0	10	4	10
SEZ6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
